PONumber,Catalog ID,ItemID,Item Name,Form,When to use the form,Description,Specifications,Category,Subcategory,UserID,User Name,SupplierID,Country,Contact Number,Email,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Rating,Avg Delivery Time (Days),Lead Time(hrs),Reliability Score,Quarter,Spend Type,Supplier Name,Spend Compliance,Supervisor Approval(hrs),Buyer Approval(hrs),Finance Approval(hrs),Department Head Approval(hrs)
PO1118,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1012,Ethan,S004,India,291-555-9870,user1012@example.com,4/14/2023,05-06-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,16,4.6,2023 Q2,Service,Data Dynamics Corp.,Yes,5,7,,
PO1135,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1022,Grace,S004,India,863-555-6558,user1022@example.com,06-06-2023,08-05-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,15,4.6,2023 Q2,Service,Data Dynamics Corp.,Yes,4,6,,
PO1136,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1022,Victoria,S003,UK,863-555-6558,user1022@example.com,06-06-2023,08-05-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,16,4.6,2023 Q2,Service,Innovative IT Ltd.,Yes,4,7,,
PO1140,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1032,Ryan,S002,Canada,127-555-2189,user1032@example.com,12/27/2023,1/14/2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q4,Service,Global Services Co.,Yes,4,8,,
PO1147,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1037,Gabriel,S002,Canada,832-555-4333,user1037@example.com,9/24/2023,11-03-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,12,4.6,2023 Q3,Service,Global Services Co.,Yes,3,6,,
PO1156,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1047,Luna,S004,India,887-555-5083,user1047@example.com,5/21/2023,07-06-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,12,4.6,2023 Q2,Service,Data Dynamics Corp.,Yes,5,5,,
PO1161,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1052,Michael,S003,UK,171-555-7498,user1052@example.com,5/14/2023,6/16/2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,15,4.6,2023 Q2,Service,Innovative IT Ltd.,Yes,4,7,,
PO1166,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1057,Emily,S003,UK,645-555-2525,user1057@example.com,08-09-2023,8/22/2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q3,Service,Innovative IT Ltd.,Yes,4,8,,
PO1167,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1057,Daniel,S003,UK,645-555-2525,user1057@example.com,08-09-2023,8/22/2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,12,4.6,2023 Q3,Service,Innovative IT Ltd.,Yes,4,6,,
PO1172,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1062,Ethan,S004,India,949-555-5048,user1062@example.com,12/31/2023,01-10-2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,13,4.6,2023 Q4,Service,Data Dynamics Corp.,Yes,5,6,,
PO1173,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1062,Mia,S003,UK,949-555-5048,user1062@example.com,12/31/2023,01-10-2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,18,4.6,2023 Q4,Service,Innovative IT Ltd.,Yes,5,8,,
PO1181,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1072,Mason,S003,UK,406-555-9950,user1072@example.com,12/28/2023,01-07-2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,13,4.6,2023 Q4,Service,Innovative IT Ltd.,Yes,5,6,,
PO1188,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1077,Liam,S004,India,611-555-8629,user1077@example.com,11/20/2023,12/14/2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q4,Service,Data Dynamics Corp.,Yes,5,7,,
PO1193,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1087,Chloe,S003,UK,151-555-8263,user1087@example.com,12/24/2023,02-02-2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q4,Service,Innovative IT Ltd.,Yes,3,6,,
PO1194,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1087,Ryan,S001,USA,151-555-8263,user1087@example.com,12/24/2023,02-02-2024,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,13,4.6,2023 Q4,Service,Tech Solutions Inc.,Yes,3,6,,
PO1198,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1092,Nora,S003,UK,794-555-3392,user1092@example.com,10-01-2023,11-06-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q4,Service,Innovative IT Ltd.,Yes,3,6,,
PO1199,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1092,Henry,S003,UK,794-555-3392,user1092@example.com,10-01-2023,11-06-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,14,4.6,2023 Q4,Service,Innovative IT Ltd.,Yes,5,7,,
PO1200,,TC001,Training and Certification,Training and certification Form,"Any kind of Process, software trainings & certifications",Training and Certification programs are structured learning experiences designed to enhance the skills and knowledge of employees or customers. Successful completion of these programs often results in a certification that validates the individual's expertise.,"Training and Certification programs offer various formats such as online courses, in-person workshops, webinars, and self-paced learning modules. They cater to different certification levels, from beginner to advanced. Course materials include e-books, video tutorials, practice exams, and interactive quizzes. The duration of these programs can vary from a few hours to several weeks. Assessments consist of final exams, practical projects, and continuous assessment. Upon successful completion, participants receive a digital certificate, badge, or printed certificate.",Training Services,Training,U1092,Lily,S005,Australia,794-555-3392,user1092@example.com,10-01-2023,11-06-2023,10,300,3000,CC003,GL003,USD,Lisa White,50000,47000,HR,Coordinator,4.3,14,13,4.6,2023 Q4,Service,FutureTech Enterprises,Yes,3,7,,
PO1040,CAT006,I112,Dell OptiPlex 7080,,,The Dell OptiPlex 7080 is a powerful and reliable desktop computer designed for business and office use. It offers high-performance components and secure management features.,"Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 4TB HDD/1TB SSD, Windows 10 Pro, TPM security.",Computers & Electronics,Desktop Computer,US047,Mia,SUP046,Japan,+81 8055731306,higgins-rivera@gmail.com,7/14/2023,7/30/2023,5,587.59,2937.95,CC103,GL17400,USD,Bob Lee,1900000,1897062.05,Production,Department Head,2.17,8,16,2.04,2023 Q3,Indirect ,Higgins-Rivera,No,4,8,,
PO1029,CAT003,I126,Xerox B210,,,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional.",Computers & Electronics,Printer,US045,Olivia,SUP043,Canada,+1 5591799074,klein-morse@gmail.com,03-06-2024,3/18/2024,5,578.27,2891.35,CC94,GL16600,USD,Henry Hall,170000,167108.65,Marketing,Employee,2.61,6,13,3.1,2024 Q1,Indirect ,Klein-Morse,No,4,6,,
PO1078,,P402,Packaging Tape,,,Strong packaging tape for secure sealing of boxes. High adhesion.,"Specs: Width: 2-3 inches, Length: 50-100m, Material: BOPP",Packaging Materials,Tapes,US015,Elizabeth Hunter,SUP060,Germany,+49 6318200645,nipponsteelcorporation@gmail.com,07-08-2023,7/24/2023,6,452.32,2713.92,CC106,GL17703,USD,Cathy Brown,35000,0,Finance,Employee,3.63,8,18,2.94,2023 Q3,Direct,Nippon Steel Corporation,Yes,5,5,5,
PO1027,CAT005,I124,Brother HL-L2350DW,,,"The Brother HL-L2350DW is a compact and efficient monochrome laser printer designed for home and small office use. It offers fast printing speeds, wireless connectivity, and high-quality output.","Specs: Up to 32 ppm, 2400x600 dpi, wireless/USB connectivity, 250-sheet tray, automatic duplex printing.",Computers & Electronics,Printer,US002,Amelia,SUP045,Germany,+49 7492210344,adamsmartinezandolson@gmail.com,07-05-2023,07-07-2023,5,529.84,2649.2,CC103,GL17400,USD,Bob Lee,1900000,1897350.8,Production,Procurement Manager,3.3,10,17,4.16,2023 Q3,Indirect ,"Adams, Martinez and Olson",Yes,5,7,,
PO1102,,I142,Stainless Steel Sheets,,,High-quality stainless steel sheets with excellent corrosion resistance and durability. Ideal for various industrial applications.,"Specs: Grade 304, Thickness: 0.5-3mm, Width: 1000-1500mm, Length: 2000-3000mm",Stainless Steel Products,Raw Materials,US036,Nathan Young,SUP068,Brazil,+55 5086367239,alleghenytechnologiesinc@gmail.com,4/26/2023,4/29/2023,7,371.76,2602.32,CC105,GL17600,USD,John Doe,100000,97397.68,Maintenance,Procurement Manager,4.68,5,13,3.76,2023 Q2,Direct,Allegheny Technologies Inc,Yes,3,7,,
PO1074,,I143,Stainless Steel Plates,,,Durable stainless steel plates suitable for heavy-duty applications. Known for their strength and resistance to wear and tear.,"Specs: Grade 316L, Thickness: 4-20mm, Width: 1500-2000mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US003,Ryan Green,SUP058,Australia,+61 9207279661,aperamsa@gmail.com,09-09-2023,9/30/2023,9,269.03,2421.27,CC108,GL17900,USD,Henry Hall,130000,127578.73,Marketing,Procurement Manager,4.76,6,16,3.08,2023 Q3,Direct,Aperam SA,Yes,5,7,,
PO1091,,M304,Bevel Gears,,,High-quality bevel gears for angular power transmission. Excellent performance.,"Specs: Module: 1-5, Teeth: 15-45, Material: Steel",Mechanical Parts,Gears,US080,Jenny Kennedy,SUP068,Brazil,+55 5086367239,alleghenytechnologiesinc@gmail.com,1/24/2024,2/18/2024,10,237.75,2377.5,CC107,GL17802,USD,Grace Moore,65000,62622.5,Warehouse,Employee,4.68,5,10,3.76,2024 Q1,Direct,Allegheny Technologies Inc,Yes,3,5,,
PO1036,CAT015,I102,Epson PowerLite 1781W,,,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio.",Presentation Equipment,Projector,US031,Aiden,SUP055,China,+86 3361767622,martinezgordonandallen@gmail.com,5/21/2023,5/29/2023,2,1182.35,2364.7,CC102,GL17300,USD,Bob Lee,1200000,1197635.3,Production,Employee,4.81,8,17,1.59,2023 Q2,Indirect ,"Martinez, Gordon and Allen",Yes,5,8,,
PO1084,,I144,Stainless Steel Coils,,,Versatile stainless steel coils offering flexibility in processing and fabrication. Excellent for continuous production lines.,"Specs: Grade 430, Thickness: 0.3-2mm, Width: 600-1200mm, Coil weight: 1-5 tons",Stainless Steel Products,Raw Materials,US012,Jill Walls,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,10/13/2023,10/17/2023,10,226.13,2261.3,CC106,GL17700,USD,Cathy Brown,120000,117738.7,Finance,Department Head,3.08,10,15,4.52,2023 Q4,Direct,ThyssenKrupp AG,Yes,3,8,,
PO1055,,M303,Spur Gears,,,Precision-engineered spur gears for efficient power transmission. High durability.,"Specs: Module: 1-5, Teeth: 10-50, Material: Steel",Mechanical Parts,Gears,US098,Mary Clay,SUP056,Brazil,+55 2665306046,steeldynamicsinc@gmail.com,04-05-2023,4/17/2023,5,447.65,2238.25,CC105,GL17602,USD,John Doe,60000,57761.75,Maintenance,Department Head,3,3,16,2.25,2023 Q2,Direct,Steel Dynamics Inc,Yes,5,8,,
PO1047,,M302,Roller Bearings,,,Robust roller bearings for heavy-duty applications. High load capacity.,"Specs: Type: Cylindrical, Size: 20-100mm, Material: Steel",Mechanical Parts,Bearings,US022,Dominique Brown,SUP060,Germany,+49 6318200645,nipponsteelcorporation@gmail.com,2/14/2024,2/19/2024,5,445.75,2228.75,CC109,GL18002,USD,Alice Johnson,80000,77771.25,Assembly,Department Head,3.63,8,14,2.94,2024 Q1,Direct,Nippon Steel Corporation,Yes,5,5,,
PO1090,,M305,Hex Bolts,,,Durable hex bolts for secure fastening. Corrosion-resistant.,"Specs: Size: M6-M20, Length: 10-200mm, Material: Steel",Mechanical Parts,Fasteners,US056,Sara White,SUP065,India,+91 4501290460,baosteelgroup@gmail.com,10/19/2023,10/28/2023,9,246.81,2221.29,CC110,GL18102,USD,Bob Lee,85000,82778.71,Production,Department Head,4.28,3,15,1.19,2023 Q4,Direct,Baosteel Group,Yes,4,7,,
PO1041,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US044,Jesus Watkins,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,01-04-2023,1/25/2023,9,238.05,2142.45,CC106,GL17701,USD,Cathy Brown,60000,0,Finance,Employee,3.92,6,20,3.87,2023 Q1,Direct,ArcelorMittal,Yes,4,6,5,
PO1059,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US019,Carla Valencia,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,08-09-2023,09-01-2023,9,238.05,2142.45,CC105,GL17601,USD,John Doe,50000,47857.55,Maintenance,Procurement Manager,3.08,10,11,4.52,2023 Q3,Direct,ThyssenKrupp AG,Yes,3,6,,
PO1019,CAT003,I119,Alienware Aurora R11,,,"The Alienware Aurora R11 is a high-performance gaming desktop computer designed for immersive gaming experiences. It features powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3090 GPU, Windows 10.",Computers & Electronics,Desktop Computer,US067,William,SUP043,Canada,+1 5591799074,klein-morse@gmail.com,08-09-2023,8/22/2023,3,684.9,2054.7,CC103,GL17400,USD,Bob Lee,1900000,1897945.3,Production,Procurement Manager,2.61,6,14,3.1,2023 Q3,Indirect ,Klein-Morse,No,3,8,,
PO1095,,I144,Stainless Steel Coils,,,Versatile stainless steel coils offering flexibility in processing and fabrication. Excellent for continuous production lines.,"Specs: Grade 430, Thickness: 0.3-2mm, Width: 600-1200mm, Coil weight: 1-5 tons",Stainless Steel Products,Raw Materials,US095,Shawn Zuniga,SUP062,France,+33 2983746969,jindalstainlessltd@gmail.com,11/19/2023,11/23/2023,9,226.13,2035.17,CC105,GL17600,USD,John Doe,100000,97964.83,Maintenance,Procurement Manager,3.31,9,16,1.87,2023 Q4,Direct,Jindal Stainless Ltd,Yes,5,7,,
PO1068,,M305,Hex Bolts,,,Durable hex bolts for secure fastening. Corrosion-resistant.,"Specs: Size: M6-M20, Length: 10-200mm, Material: Steel",Mechanical Parts,Fasteners,US049,Robert Allen,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,3/24/2023,04-08-2023,8,246.81,1974.48,CC107,GL17802,USD,Grace Moore,65000,63025.52,Warehouse,Department Head,3.08,10,13,4.52,2023 Q1,Direct,ThyssenKrupp AG,Yes,4,5,,
PO1050,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US067,Donna Patrick,SUP064,France,+33 9801891217,tatasteelltd@gmail.com,3/19/2023,3/29/2023,8,238.05,1904.4,CC110,GL18101,USD,Bob Lee,75000,73095.6,Production,Department Head,4.63,7,14,2.64,2023 Q1,Direct,Tata Steel Ltd,Yes,3,6,,
PO1053,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US081,April Brown,SUP058,Australia,+61 9207279661,aperamsa@gmail.com,1/19/2023,1/31/2023,8,238.05,1904.4,CC106,GL17701,USD,Cathy Brown,60000,58095.6,Finance,Procurement Manager,4.76,6,13,3.08,2023 Q1,Direct,Aperam SA,Yes,4,7,,
PO1048,,I142,Stainless Steel Sheets,,,High-quality stainless steel sheets with excellent corrosion resistance and durability. Ideal for various industrial applications.,"Specs: Grade 304, Thickness: 0.5-3mm, Width: 1000-1500mm, Length: 2000-3000mm",Stainless Steel Products,Raw Materials,US012,Jill Walls,SUP060,Germany,+49 6318200645,nipponsteelcorporation@gmail.com,3/13/2023,04-01-2023,5,371.76,1858.8,CC106,GL17700,USD,Cathy Brown,120000,118141.2,Finance,Department Head,3.63,8,11,2.94,2023 Q1,Direct,Nippon Steel Corporation,Yes,3,5,,
PO1007,CAT016,I093,Tribesigns Modern Conference Table,,,The Tribesigns Modern Conference Table is a contemporary conference table with a sleek and minimalist design. It features a durable metal frame and a tempered glass top for a modern look.,"Specs: Dimensions: 63"" L x 32"" W x 29.5"" H, tempered glass top, metal frame, easy assembly.",Office Furniture,Conference Table,US061,Chloe,SUP056,Brazil,+55 1931204028,martinezinc@gmail.com,2/14/2024,03-05-2024,10,182.81,1828.1,CC96,GL16800,USD,Alice Johnson,1400000,1398171.9,Assembly,Procurement Manager,4.2,4,12,2.54,2024 Q1,Indirect ,Martinez Inc,Yes,3,6,,
PO1045,,M305,Hex Bolts,,,Durable hex bolts for secure fastening. Corrosion-resistant.,"Specs: Size: M6-M20, Length: 10-200mm, Material: Steel",Mechanical Parts,Fasteners,US094,Andrea Coleman,SUP060,Germany,+49 6318200645,nipponsteelcorporation@gmail.com,10/29/2023,11/14/2023,7,246.81,1727.67,CC106,GL17702,USD,Cathy Brown,70000,68272.33,Finance,Department Head,3.63,8,12,2.94,2023 Q4,Direct,Nippon Steel Corporation,Yes,4,5,,
PO1076,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US035,Teresa Hunter,SUP068,Brazil,+55 5086367239,alleghenytechnologiesinc@gmail.com,5/21/2023,5/27/2023,7,238.05,1666.35,CC108,GL17901,USD,Henry Hall,70000,68333.65,Marketing,Department Head,4.68,5,16,3.76,2023 Q2,Direct,Allegheny Technologies Inc,Yes,4,7,,
PO1087,,M304,Bevel Gears,,,High-quality bevel gears for angular power transmission. Excellent performance.,"Specs: Module: 1-5, Teeth: 15-45, Material: Steel",Mechanical Parts,Gears,US096,Steven Gibbs,SUP059,UK,+44 4186341465,outokumpuoyj@gmail.com,03-08-2024,04-04-2024,7,237.75,1664.25,CC105,GL17602,USD,John Doe,60000,58335.75,Maintenance,Procurement Manager,3.27,8,14,4.09,2024 Q1,Direct,Outokumpu Oyj,Yes,4,5,,
